Cycle,SOH_Capacity,Discharge_Energy,Avg_Discharge_Voltage,Voltage_Variance,CC_Charge_Time,Internal_Resistance_Proxy,SOH
1.0,3240.202679093018,40050.35697523395,3.3483646192857144,0.16631924669853287,5476.28626010962,25.157000000000984,0.9992701065786088
2.0,3242.569409173178,40096.222134543365,3.3513458721428573,0.16633575662116543,5466.184259629805,25.35389999999982,1.0
3.0,3241.245423133412,40094.64277678481,3.3515402654804274,0.16754725774890025,5458.094274495274,25.275200000000275,0.9995916861375362
4.0,3240.46667462904,40087.264289010185,3.353586079715303,0.1675608111847132,5446.568273915429,25.235600000000247,0.9993515221175561
5.0,3239.497770822481,40075.32504938967,3.352592706737589,0.16877588733363325,5436.940273431406,25.23610000000076,0.9990527146953254
6.0,3237.907930428873,40052.9073761328,3.3535706606382982,0.1685876227157027,5426.002272881291,25.19609999999961,0.9985624120393174
7.0,3235.20059774577,40020.48390920997,3.354285737943263,0.1686479645943979,5418.692565213874,25.15749999999972,0.9977274776581307
8.0,3233.567101232502,39995.249660640104,3.355136086170213,0.16857751165453894,5407.440564040124,25.157000000000096,0.9972237115679903
9.0,3231.106248272027,39957.35977859259,3.3552815595744683,0.16861719160081226,5399.5705632186,25.156900000000704,0.996464790894307
10.0,3226.261296600205,39898.78601131693,3.355855631205674,0.1685896539290108,5390.014562222379,25.156900000000704,0.9949706203583992
11.0,3224.432197403158,39871.59145323152,3.356264962765957,0.16869664803093337,5375.714560730819,25.117899999999693,0.9944065309076469
12.0,3220.107902076552,39812.06364266398,3.356220009574468,0.16859807713465758,5366.642559784232,25.15750000000061,0.9930729294388941
13.0,3216.865122004934,39765.84417988522,3.3563519365248227,0.1686757036127328,5354.476558515133,25.35389999999982,0.9920728644711423
14.0,3214.3442795871306,39730.753702854825,3.355402517667845,0.16980533403254056,5343.398557360022,25.196500000000732,0.9912954432043308
15.0,3209.520445321451,39663.57187439923,3.3568883131205673,0.1686838789199156,5331.494556118298,25.23610000000076,0.9898077852217344
16.0,3205.826421616076,39613.708634867755,3.35702680177305,0.1685813731247967,5321.270555051946,25.314800000001192,0.9886685578871013
17.0,3201.894234014485,39559.756200751595,3.3569771007092197,0.16872017650170498,5309.752553850325,25.196000000001106,0.9874558814242731
18.0,3198.2770908649354,39509.51529671773,3.35698380212766,0.1687022805469921,5298.266552652232,25.275200000000275,0.9863403638537573
19.0,3194.826517964819,39463.795198690714,3.357253666666667,0.1687372433102875,5286.820551458048,25.15749999999972,0.9852762161163627
20.0,3190.40914548462,39403.35278630271,3.3572256063829786,0.1686757783029874,5275.932550322614,25.117899999999693,0.983913909894728
21.0,3186.4920438041195,39350.04037490042,3.3573081166666667,0.16874748916912424,5265.206549203896,25.15749999999972,0.9827058858908566
22.0,3182.488885238989,39295.958664852544,3.3569715134751776,0.168791370834077,5253.644547997799,25.275299999999667,0.9814713221668526
23.0,3178.644717722573,39245.74868697552,3.35698590035461,0.16875488595882757,5242.464546831325,25.1178000000003,0.9802857908701159
24.0,3175.081103073188,39198.04621406787,3.3570174453900714,0.1687439003811403,5231.876545727195,25.236200000000153,0.9791867813502876
25.0,3170.771832314588,39140.196535997995,3.357205915602837,0.16863303090150333,5241.078546687437,25.235600000001135,0.9778578134193595
26.0,3166.928038035478,39088.62609367541,3.355060992579505,0.169768547843293,5230.8245456172735,25.15749999999972,0.9766723972280403
27.0,3163.533517378065,39045.04862431351,3.3569780797872344,0.16877851643753794,5219.82654447027,25.23569999999964,0.97562553585699
28.0,3159.826274771319,38993.44200405675,3.35690255283688,0.16877099933112635,5210.594543507323,25.156900000000704,0.9744822318474416
29.0,3157.095895156928,38958.95999207027,3.3570875315602837,0.16868088309336343,5200.506542455347,25.15749999999972,0.9736401898523909
30.0,3153.5630779770227,38911.71176200184,3.3574764812056737,0.16865790573548559,5192.604541631357,25.156999999999208,0.9725506781923132
31.0,3150.39014738919,38870.77004134118,3.3574734078014186,0.16876498134446877,5183.3325406638905,25.23610000000076,0.9715721546242884
32.0,3147.5146124072257,38834.851564323006,3.357301132269504,0.16870446637701472,5175.0585398005205,25.235600000000247,0.9706853470901675
33.0,3143.986291239962,38786.813865781114,3.357375543617022,0.16863477509758332,5167.27053898928,25.314799999999416,0.9695972219887334
34.0,3140.776598326007,38744.587773816456,3.3563385329787234,0.16894000747282886,5158.172538040322,25.235600000001135,0.9686073610146322
35.0,3137.460672276884,38703.87036841085,3.3569694216312054,0.16865358179381915,5148.850537067279,25.11790000000058,0.9675847380170358
36.0,3134.123873718127,38657.93063021562,3.3569692836879437,0.16870116323511686,5140.496536195278,25.196499999999844,0.9665556779915766
37.0,3130.8381676298027,38616.19623179012,3.3549491399293285,0.16971778905316073,5132.230535335024,25.11790000000058,0.9655423747515506
38.0,3126.896953313393,38564.44932473881,3.3568564819148934,0.1686323838637095,5122.312534298748,25.196000000000218,0.9643269144732726
39.0,3124.172000528294,38528.71044657301,3.3566613127659575,0.16867927563122245,5113.118533339351,25.275200000001163,0.9634865460983073
40.0,3121.243529816353,38494.835613282565,3.35694694929078,0.16866709283084463,5105.096532502212,25.196600000000124,0.9625834133222883
41.0,3118.029302463239,38450.09164742951,3.3564757634751774,0.16862901649150272,5098.088531770627,25.196600000000124,0.9615921539389052
42.0,3114.9024162984224,38409.12095958929,3.3562644102836883,0.1686502452377324,5089.186530843377,25.35389999999982,0.9606278303515763
43.0,3112.7478463532148,38383.04573895504,3.3567548500000006,0.1686952114082969,5081.626530055073,25.196600000000124,0.9599633665658166
44.0,3109.56434607354,38341.01387798757,3.3563282024822696,0.16863884908103094,5074.756529338541,25.275299999999667,0.9589815833322276
45.0,3106.891023478868,38306.948717811974,3.356457756737589,0.1686869143402706,5067.124528542394,25.236199999999265,0.9581571375741479
46.0,3104.298199469129,38274.38540987115,3.3560414485815606,0.1687319243022256,5059.714527770062,25.196500000000732,0.9573575173709831
47.0,3101.670945501166,38240.45319876064,3.3564390510638296,0.16861915023888555,5052.5725270241965,25.35389999999982,0.9565472790579556
48.0,3099.369829881725,38214.121266622504,3.3557259329787232,0.16876320760873031,5046.1525263553485,25.275299999999667,0.9558376209661561
49.0,3097.0648055331785,38183.612357276135,3.355789739361702,0.16866556211160894,5039.414525651257,25.235600000000247,0.9551267574324332
50.0,3094.5589124176727,38149.22581302977,3.355676236524823,0.16879521295617864,5033.6665250520455,25.15749999999972,0.954353946491697
51.0,3092.188195700549,38120.14153224985,3.355444481205674,0.16856716274492892,5026.542524308898,25.55089999999982,0.9536228236018008
52.0,3090.279708968233,38097.03490795306,3.355322875886525,0.16869084579226837,5019.934523619711,25.236099999999873,0.9530342512409696
53.0,3088.195439326852,38070.23312782849,3.3555369042553194,0.1688164005511679,5014.554523058701,25.117899999999693,0.952391467886669
54.0,3085.749064481202,38039.03649746995,3.3552747216312055,0.16870601847804276,5008.040522379801,25.196499999999844,0.9516370122260656
55.0,3084.018659219563,38017.887940800145,3.355300264539007,0.16882057259344985,5002.754521828145,25.07879999999929,0.9511033597291464
56.0,3081.443563290471,37985.717730872566,3.355077179432624,0.1687354372656662,4997.2845212565735,25.117899999999693,0.9503092068200963
57.0,3079.3036795864537,37958.92817337579,3.3549649280141844,0.16865310888755053,4991.184520621202,25.196600000000124,0.9496492722330482
58.0,3077.485834608154,37935.54478884037,3.3546630939716313,0.16860133957205045,4986.312520112726,25.275200000000275,0.949088653554183
59.0,3075.3133163152397,37907.95697869432,3.3551524230496454,0.16864881449005517,4979.926519447821,25.236199999999265,0.9484186545445185
60.0,3074.045670647652,37893.096572710965,3.3548053585106383,0.16872721421902862,4975.38451897155,25.35389999999982,0.9480277159067821
61.0,3072.556534662677,37879.21780444568,3.3552460996453903,0.16858415888639663,4970.994518515305,25.275300000000556,0.9475684702293382
62.0,3070.378120241292,37851.23012559449,3.354566624113475,0.1687743047977827,4966.780518076383,25.196600000000124,0.946896652868938
63.0,3068.436670991211,37828.28563831957,3.354404535460993,0.16879140811753626,4961.9805175758665,25.35389999999982,0.9462979149530776
64.0,3065.555949033476,37789.058129805126,3.3546946507092197,0.1686871966996678,4955.236516870791,25.236199999999265,0.9454095077690754
65.0,3063.094170595298,37757.81270742587,3.3544249226950353,0.16871192125222878,4948.95251621597,25.235600000000247,0.9446503016804675
66.0,3062.292327389056,37753.85417651273,3.3543156113475177,0.16878588203232883,4944.894589480013,25.1178000000003,0.9444030153142996
67.0,3060.233142303465,37728.48262357138,3.353686811347518,0.168787605354032,4942.432589182979,25.275299999999667,0.9437679679719772
68.0,3057.82874813897,37697.68949431757,3.354299135815603,0.16863418744732792,4936.928588527022,25.35389999999982,0.9430264590446145
69.0,3055.263675606692,37666.83664163669,3.354070740425532,0.16867799784830076,4930.8785878049675,25.31440000000007,0.9422353973251579
70.0,3051.983288077665,37616.9902084769,3.3538072971631205,0.1686906909544659,4922.320586784044,25.15749999999972,0.9412237343150318
71.0,3049.73897033461,37589.471689304846,3.353664064184397,0.16862614719147997,4915.952586025931,25.354400000000332,0.9405315925410713
72.0,3048.711731068387,37584.258235255606,3.353297167375887,0.1687280613412618,4912.002585557057,25.275299999999667,0.9402147946143048
73.0,3045.974028329944,37550.85970084922,3.352937260638298,0.16874538105370035,4910.302585354075,25.314799999999416,0.9393704941867801
74.0,3043.5648848293736,37518.52744388942,3.3527987680851066,0.168717029200643,4902.886584467953,25.1961000000005,0.9386275205764837
75.0,3038.526443357069,37446.64275659305,3.3530192085106387,0.16871030080447155,4896.566583712818,25.31440000000007,0.9370736782876954
76.0,3036.181774446209,37427.792333136465,3.3526725606382977,0.1686380638524058,4883.506582160015,25.353900000000706,0.9363505884737265
77.0,3032.819979747177,37371.78320059647,3.355130323843416,0.16763573439617174,4878.902581609087,25.314300000000678,0.9353138197034047
78.0,3029.8263709090147,37331.271621869084,3.3525751117021274,0.16861031515331765,4870.108580561122,25.15740000000033,0.934390598498118
79.0,3026.429747320965,37288.619159878515,3.3543615594306058,0.16760641487503136,4863.818579808809,25.39300000000022,0.9333430885887107
80.0,3023.151533954535,37245.63006224553,3.354569476868327,0.1675571274264203,4856.00057887705,25.353900000000706,0.9323320960846934
81.0,3019.980230940077,37205.3504441862,3.3543765434163704,0.16747852397604712,4848.594577998156,25.35389999999982,0.9313540744560781
82.0,3016.999990041507,37167.85994080748,3.3541441199288258,0.16747282887431597,4841.252577122068,25.196600000000124,0.9304349758887076
83.0,3013.2351721811247,37117.12728556561,3.3538398039145907,0.16763104715812238,4833.656576215988,25.196599999999236,0.9292739158201917
84.0,3009.510789008108,37070.005880342476,3.35349459430605,0.16770108337811798,4826.6045753729995,25.1178000000003,0.9281253257044396
85.0,3006.27760803304,37027.88950066281,3.353612278647687,0.16740332451021486,4818.7325744342525,25.354400000000332,0.9271282210731797
86.0,3002.425209709743,36978.206342188496,3.353536480427046,0.16756215817916875,4810.854573494988,25.196600000000124,0.9259401514169378
87.0,2998.800846867269,36932.87392890478,3.353084641992883,0.167556735001151,4802.068572452059,25.275200000000275,0.9248224073118398
88.0,2995.2022594812,36887.2339146711,3.352995954092527,0.16750871715803922,4793.890571473166,25.314800000000304,0.9237126122906791
89.0,2991.4404501723902,36838.5565097161,3.353394841637011,0.1673742384314643,4786.312570567941,25.15740000000033,0.9225524800516689
90.0,2987.11400349216,36781.609905257144,3.352924498220641,0.16752415264402118,4777.074569470948,25.275300000000556,0.9212182151110355
91.0,2982.422849514023,36719.964086361455,3.352453055516014,0.16749357927712966,4767.74456835608,25.23610000000076,0.9197714753851669
92.0,2979.0825698818653,36677.22972430601,3.3526763750889677,0.16750245940507041,4758.184567217948,25.196600000000124,0.918741341805695
93.0,2974.328426256377,36615.741115308134,3.3519873359430608,0.16749643053138943,4750.128566262079,25.275200000000275,0.9172751762358728
94.0,2969.630092881808,36555.359705203475,3.3525777405693953,0.16751640661835157,4739.924565042835,25.23610000000076,0.915826222402756
95.0,2964.875394179005,36495.476869746366,3.3517507003558715,0.16764757965219584,4729.784563828958,25.314800000000304,0.914359885648529
96.0,2959.792611369763,36428.66904407188,3.3518438704626337,0.16755244174511297,4718.448562484002,25.196499999999844,0.9127923686063762
97.0,2956.921157486709,36389.76332950605,3.3517053110320285,0.16745348468567756,4707.796561213909,25.393500000000735,0.9119068196725799
98.0,2952.261065433483,36328.40448755633,3.3515074754448397,0.16748494877674863,4700.798560375115,25.472099999999998,0.9104696593638313
99.0,2946.4527891410307,36254.53160702546,3.3513498576512455,0.16756579968008367,4690.372559133917,25.275299999999667,0.9086784020121703
100.0,2940.346145857071,36177.46376633218,3.351177531672598,0.16751839050655937,4678.590557730058,25.196499999999844,0.9067951290537923
101.0,2934.545364966498,36100.57981701406,3.3507066387900357,0.167527166831117,4665.910556217888,25.589999999999336,0.9050061832646404
102.0,2928.8171049409966,36027.97619224636,3.350710988256228,0.16749522242703027,4653.36655472219,25.236200000000153,0.9032396027222791
103.0,2923.0559941974548,35953.29442946679,3.350958412811388,0.16746635177971628,4650.402554369997,25.31440000000007,0.9014628911036339
104.0,2917.1047642903663,35876.7877671747,3.3509553306049824,0.16746581752839484,4628.210551725002,25.157000000000096,0.8996275472278011
105.0,2910.871071794975,35796.18026525107,3.352657020357143,0.16642945213116453,4616.022550269961,25.275299999999667,0.8977050926219702
106.0,2903.9191393170863,35705.33812291655,3.3524560974999997,0.16635886991645674,4601.52054854529,25.236099999999873,0.8955611346674476
107.0,2897.037460581731,35616.674171867184,3.3524589060714285,0.16639158016874941,4588.200546956854,25.35389999999982,0.8934388427850017
108.0,2890.484611745877,35530.65979159628,3.3500195669039146,0.1674170996494835,4572.570545091759,25.196600000000124,0.8914179611911287
109.0,2883.9868040955957,35446.67170451143,3.3519554000000005,0.16642925859549343,4558.528543418972,25.275199999999387,0.8894140541562017
110.0,2876.582954598932,35348.91964901076,3.3517855500000002,0.16641633418675017,4554.322542917216,25.35389999999982,0.8871307261646039
111.0,2869.340869538036,35255.53842008742,3.351478893214286,0.16641589690544323,4538.774541064864,25.47219999999939,0.8848972859056511
112.0,2862.9824896120867,35174.90500392167,3.350181101428572,0.1664095451128522,4523.54053924582,25.35389999999982,0.8829363780194663
113.0,2855.2562456339506,35072.49881960631,3.350951903571429,0.1662948174940228,4509.288537546992,25.275299999999667,0.8805536244055333
114.0,2847.337600470241,34969.01777347161,3.350591533214286,0.1663395957740228,4492.948535599047,25.47219999999939,0.8781115347647355
115.0,2838.4905969715696,34852.86552185069,3.3500992692857143,0.16634615815227927,4476.100533589954,25.393499999999847,0.8753831418200407
116.0,2830.056073658041,34742.62440811853,3.3495876067857147,0.16638920665606313,4457.928531423211,25.236099999999873,0.8727819566951618
117.0,2820.948265941705,34625.29638753775,3.3495779010714286,0.16653113333543046,4439.704529252136,25.196499999999844,0.8699731324058281
118.0,2811.612240706515,34504.28925248685,3.3499393982142855,0.1662343737648754,4420.448526960099,25.275299999999667,0.8670939264252935
119.0,2801.344378327638,34369.73447502492,3.3490741185714286,0.16634910182341017,4400.362524567172,25.472099999999998,0.8639273442852692
120.0,2791.601942242295,34242.38587667256,3.3492467753571424,0.16636029252467427,4379.016522015911,25.236200000000153,0.8609228022520958
121.0,2780.514797452121,34096.64550401812,3.348753957857143,0.1662746394701395,4357.608519466594,25.314300000000678,0.8575035555402726
122.0,2769.8064773954247,33956.34250686192,3.348454045,0.1661984002662345,4335.266516804928,25.353900000000706,0.8542011373942175
123.0,2759.411713793943,33820.16869415703,3.3477349907142857,0.16628500386068878,4312.656514110044,25.275299999999667,0.850995419246111
124.0,2748.006145389541,33669.80704137641,3.347979363799283,0.16505293533370113,4291.424511575839,25.62949999999997,0.8474779715171169
125.0,2737.468479217395,33531.66473346442,3.3484606860215056,0.16525382494962151,4268.194508806104,25.35389999999982,0.8442281825866671
126.0,2726.491260915663,33388.12631665912,3.347894132258065,0.16520070070914095,4245.672506120987,25.471699999999764,0.8408428369189144
127.0,2715.997506054009,33250.70605875599,3.3474153451612905,0.16522359273273657,4224.318503577495,25.196600000000124,0.837606590122788
128.0,2706.18828549981,33124.38966966543,3.3482944587813623,0.16516106683325693,4202.028500917833,25.39300000000022,0.8345814519325463
129.0,2695.843108986273,32989.5996371012,3.3471222691756277,0.1650351056611243,4181.488498472143,25.314300000000678,0.8313910263138161
130.0,2685.896719004856,32859.51509844167,3.3471602250896058,0.1651114892480279,4160.466495965142,25.511299999999792,0.828323585427808
131.0,2676.710699106174,32736.680895547077,3.347085296057348,0.1650374136651693,4141.364493686939,25.43260000000025,0.8254906407041902
132.0,2666.9490961901847,32608.19621278123,3.346853309677419,0.16504823969239946,4122.0484913853,25.511700000000026,0.8224801876701321
133.0,2656.118038680419,32466.645777629285,3.34632373046595,0.1650658322047349,4101.206488898955,25.511299999999792,0.8191399176117257
134.0,2645.804956858451,32333.72027352018,3.346285204659498,0.1651016659180735,4078.4584861919284,25.314899999999696,0.8159593899126756
135.0,2635.195146295708,32195.213875411668,3.3457372792114697,0.1650893760621276,4056.518483574502,25.432600000001138,0.8126873518391873
136.0,2624.480110721704,32056.064677681778,3.3449534193548387,0.16513021665124306,4034.522406087024,25.708199999999515,0.8093828626450034
137.0,2613.379621121287,31910.10089681743,3.34714411294964,0.16402467946787788,4011.3088917515706,25.472200000000278,0.8059595004282952
138.0,2602.394488175186,31766.00219195132,3.346749995323741,0.16393923317675854,3989.3129088680726,25.55089999999982,0.8025717139047364
139.0,2594.327068415526,31673.694238519736,3.3465406852517985,0.164041892581275,3965.648927121423,25.23569999999964,0.8000837425642194
140.0,2580.311910310601,31478.242338870637,3.347057300719425,0.16404237852979087,3949.286939836573,25.786900000000834,0.7957615041364848
141.0,2569.264174411893,31336.562609853387,3.3456846061151078,0.16393443738977936,3920.7049619676545,25.55089999999982,0.792354411024629
142.0,2557.543965859916,31184.420949184638,3.345338353597122,0.1639138585585779,3897.428979977034,25.314899999999696,0.788739929089772
143.0,2545.7624128591588,31029.848239863037,3.3437920381294965,0.16390131446250902,3872.140999562107,25.236099999999873,0.7851065286859356
144.0,2533.681161547172,30873.448417896925,3.344596722021661,0.162797170753063,3846.537019507028,25.433099999998987,0.781380702099831
145.0,2521.340110602891,30711.39878430173,3.344988859205776,0.16284986348364455,3822.167038280517,25.43259999999936,0.7775747539806116
146.0,2509.111900373131,30551.306449060176,3.344220932129964,0.16275280190834093,3796.9130580117926,25.590400000000457,0.7738036056452309
